relative_path,filename,label,extension,width,height,mode,error
CASIA2/Au/Au_ani_10162.jpg,Au_ani_10162.jpg,authentic,.jpg,694,323,RGB,
CASIA2/Au/Au_ani_10163.jpg,Au_ani_10163.jpg,authentic,.jpg,387,569,RGB,
CASIA2/Au/Au_ani_10164.jpg,Au_ani_10164.jpg,authentic,.jpg,545,336,RGB,
CASIA2/Au/Au_ani_10165.jpg,Au_ani_10165.jpg,authentic,.jpg,466,286,RGB,
CASIA2/Au/Au_ani_10166.jpg,Au_ani_10166.jpg,authentic,.jpg,800,600,RGB,
CASIA2/Au/Au_ani_10167.jpg,Au_ani_10167.jpg,authentic,.jpg,785,433,RGB,
CASIA2/Au/Au_ani_10168.jpg,Au_ani_10168.jpg,authentic,.jpg,720,480,RGB,
CASIA2/Au/Au_ani_10169.jpg,Au_ani_10169.jpg,authentic,.jpg,720,480,RGB,
CASIA2/Au/Au_ani_10170.jpg,Au_ani_10170.jpg,authentic,.jpg,659,391,RGB,
CASIA2/Au/Au_ani_10171.jpg,Au_ani_10171.jpg,authentic,.jpg,500,375,RGB,
CASIA2/Au/Au_ani_10172.jpg,Au_ani_10172.jpg,authentic,.jpg,720,576,RGB,
CASIA2/Au/Au_ani_10173.jpg,Au_ani_10173.jpg,authentic,.jpg,720,509,RGB,
CASIA2/Au/Au_ani_10174.jpg,Au_ani_10174.jpg,authentic,.jpg,720,577,RGB,
CASIA2/Au/Au_ani_10175.jpg,Au_ani_10175.jpg,authentic,.jpg,633,312,RGB,
CASIA2/Au/Au_ani_10176.jpg,Au_ani_10176.jpg,authentic,.jpg,625,339,RGB,
CASIA2/Au/Au_ani_10177.jpg,Au_ani_10177.jpg,authentic,.jpg,633,312,RGB,
CASIA2/Au/Au_ani_10178.jpg,Au_ani_10178.jpg,authentic,.jpg,631,341,RGB,
CASIA2/Au/Au_ani_10179.jpg,Au_ani_10179.jpg,authentic,.jpg,623,308,RGB,
CASIA2/Au/Au_ani_10180.jpg,Au_ani_10180.jpg,authentic,.jpg,419,480,RGB,
CASIA2/Au/Au_ani_10181.jpg,Au_ani_10181.jpg,authentic,.jpg,542,387,RGB,
CASIA2/Au/Au_ani_10182.jpg,Au_ani_10182.jpg,authentic,.jpg,619,369,RGB,
CASIA2/Au/Au_ani_10183.jpg,Au_ani_10183.jpg,authentic,.jpg,509,376,RGB,
CASIA2/Au/Au_ani_10184.jpg,Au_ani_10184.jpg,authentic,.jpg,637,387,RGB,
CASIA2/Au/Au_ani_10185.jpg,Au_ani_10185.jpg,authentic,.jpg,576,312,RGB,
CASIA2/Au/Au_ani_10186.jpg,Au_ani_10186.jpg,authentic,.jpg,579,382,RGB,
CASIA2/Au/Au_ani_10187.jpg,Au_ani_10187.jpg,authentic,.jpg,576,382,RGB,
CASIA2/Au/Au_ani_10188.jpg,Au_ani_10188.jpg,authentic,.jpg,582,382,RGB,
CASIA2/Au/Au_ani_10189.jpg,Au_ani_10189.jpg,authentic,.jpg,576,313,RGB,
CASIA2/Au/Au_ani_10190.jpg,Au_ani_10190.jpg,authentic,.jpg,425,428,RGB,
CASIA2/Au/Au_ani_10191.jpg,Au_ani_10191.jpg,authentic,.jpg,638,336,RGB,
CASIA2/Au/Au_ani_10192.jpg,Au_ani_10192.jpg,authentic,.jpg,595,313,RGB,
CASIA2/Au/Au_ani_10193.jpg,Au_ani_10193.jpg,authentic,.jpg,594,314,RGB,
CASIA2/Au/Au_ani_10194.jpg,Au_ani_10194.jpg,authentic,.jpg,589,320,RGB,
CASIA2/Au/Au_ani_10195.jpg,Au_ani_10195.jpg,authentic,.jpg,600,318,RGB,
CASIA2/Au/Au_ani_10196.jpg,Au_ani_10196.jpg,authentic,.jpg,611,369,RGB,
CASIA2/Au/Au_ani_10197.jpg,Au_ani_10197.jpg,authentic,.jpg,640,311,RGB,
CASIA2/Au/Au_ani_10198.jpg,Au_ani_10198.jpg,authentic,.jpg,640,293,RGB,
CASIA2/Au/Au_ani_10199.jpg,Au_ani_10199.jpg,authentic,.jpg,427,426,RGB,
CASIA2/Au/Au_ani_10200.jpg,Au_ani_10200.jpg,authentic,.jpg,640,342,RGB,
CASIA2/Au/Au_ani_10201.jpg,Au_ani_10201.jpg,authentic,.jpg,419,402,RGB,
CASIA2/Au/Au_ani_10202.jpg,Au_ani_10202.jpg,authentic,.jpg,635,423,RGB,
CASIA2/Au/Au_ani_10203.jpg,Au_ani_10203.jpg,authentic,.jpg,635,421,RGB,
CASIA2/Au/Au_ani_10204.jpg,Au_ani_10204.jpg,authentic,.jpg,635,423,RGB,
CASIA2/Au/Au_ani_10205.jpg,Au_ani_10205.jpg,authentic,.jpg,640,417,RGB,
CASIA2/Au/Au_ani_10206.jpg,Au_ani_10206.jpg,authentic,.jpg,522,588,RGB,
CASIA2/Au/Au_ani_10207.jpg,Au_ani_10207.jpg,authentic,.jpg,366,572,RGB,
CASIA2/Au/Au_ani_10208.jpg,Au_ani_10208.jpg,authentic,.jpg,700,639,RGB,
CASIA2/Au/Au_ani_10209.jpg,Au_ani_10209.jpg,authentic,.jpg,699,668,RGB,
CASIA2/Au/Au_ani_10210.jpg,Au_ani_10210.jpg,authentic,.jpg,700,443,RGB,
CASIA2/Au/Au_ani_10211.jpg,Au_ani_10211.jpg,authentic,.jpg,700,441,RGB,
CASIA2/Au/Au_ani_10212.jpg,Au_ani_10212.jpg,authentic,.jpg,700,439,RGB,
CASIA2/Au/Au_ani_10213.jpg,Au_ani_10213.jpg,authentic,.jpg,534,466,RGB,
CASIA2/Au/Au_ani_10214.jpg,Au_ani_10214.jpg,authentic,.jpg,480,480,RGB,
CASIA2/Au/Au_ani_10215.jpg,Au_ani_10215.jpg,authentic,.jpg,640,480,RGB,
CASIA2/Au/Au_ani_10216.jpg,Au_ani_10216.jpg,authentic,.jpg,500,400,RGB,
CASIA2/Au/Au_ani_10217.jpg,Au_ani_10217.jpg,authentic,.jpg,800,502,RGB,
CASIA2/Au/Au_ani_10218.jpg,Au_ani_10218.jpg,authentic,.jpg,600,587,RGB,
CASIA2/Au/Au_ani_10219.jpg,Au_ani_10219.jpg,authentic,.jpg,700,673,RGB,
CASIA2/Au/Au_ani_10220.jpg,Au_ani_10220.jpg,authentic,.jpg,669,510,RGB,
CASIA2/Au/Au_ani_10221.jpg,Au_ani_10221.jpg,authentic,.jpg,700,497,RGB,
CASIA2/Au/Au_ani_10222.jpg,Au_ani_10222.jpg,authentic,.jpg,674,670,RGB,
CASIA2/Au/Au_ani_10223.jpg,Au_ani_10223.jpg,authentic,.jpg,700,479,RGB,
CASIA2/Au/Au_ani_10224.jpg,Au_ani_10224.jpg,authentic,.jpg,700,472,RGB,
CASIA2/Au/Au_ani_20001.jpg,Au_ani_20001.jpg,authentic,.jpg,450,323,RGB,
CASIA2/Au/Au_ani_20002.jpg,Au_ani_20002.jpg,authentic,.jpg,600,450,RGB,
CASIA2/Au/Au_ani_20003.jpg,Au_ani_20003.jpg,authentic,.jpg,800,513,RGB,
CASIA2/Au/Au_ani_20004.jpg,Au_ani_20004.jpg,authentic,.jpg,800,600,RGB,
CASIA2/Au/Au_ani_20005.jpg,Au_ani_20005.jpg,authentic,.jpg,576,391,RGB,
CASIA2/Au/Au_ani_20006.jpg,Au_ani_20006.jpg,authentic,.jpg,700,472,RGB,
CASIA2/Au/Au_ani_20007.jpg,Au_ani_20007.jpg,authentic,.jpg,600,587,RGB,
CASIA2/Au/Au_ani_20008.jpg,Au_ani_20008.jpg,authentic,.jpg,800,502,RGB,
CASIA2/Au/Au_ani_20009.jpg,Au_ani_20009.jpg,authentic,.jpg,470,387,RGB,
CASIA2/Au/Au_ani_20010.jpg,Au_ani_20010.jpg,authentic,.jpg,534,387,RGB,
CASIA2/Au/Au_ani_20011.jpg,Au_ani_20011.jpg,authentic,.jpg,600,387,RGB,
CASIA2/Au/Au_ani_20012.jpg,Au_ani_20012.jpg,authentic,.jpg,600,387,RGB,
CASIA2/Au/Au_ani_20013.jpg,Au_ani_20013.jpg,authentic,.jpg,640,480,RGB,
CASIA2/Au/Au_ani_20014.jpg,Au_ani_20014.jpg,authentic,.jpg,480,480,RGB,
CASIA2/Au/Au_ani_20015.jpg,Au_ani_20015.jpg,authentic,.jpg,534,466,RGB,
CASIA2/Au/Au_ani_20016.jpg,Au_ani_20016.jpg,authentic,.jpg,600,387,RGB,
CASIA2/Au/Au_ani_20017.jpg,Au_ani_20017.jpg,authentic,.jpg,600,387,RGB,
CASIA2/Au/Au_ani_20018.jpg,Au_ani_20018.jpg,authentic,.jpg,700,439,RGB,
CASIA2/Au/Au_ani_20019.jpg,Au_ani_20019.jpg,authentic,.jpg,547,356,RGB,
CASIA2/Au/Au_ani_20020.jpg,Au_ani_20020.jpg,authentic,.jpg,540,405,RGB,
CASIA2/Au/Au_ani_20021.jpg,Au_ani_20021.jpg,authentic,.jpg,700,441,RGB,
CASIA2/Au/Au_ani_20022.jpg,Au_ani_20022.jpg,authentic,.jpg,600,450,RGB,
CASIA2/Au/Au_ani_20023.jpg,Au_ani_20023.jpg,authentic,.jpg,600,400,RGB,
CASIA2/Au/Au_ani_20024.jpg,Au_ani_20024.jpg,authentic,.jpg,572,341,RGB,
CASIA2/Au/Au_ani_20025.jpg,Au_ani_20025.jpg,authentic,.jpg,600,450,RGB,
CASIA2/Au/Au_ani_20026.jpg,Au_ani_20026.jpg,authentic,.jpg,600,359,RGB,
CASIA2/Au/Au_ani_20027.jpg,Au_ani_20027.jpg,authentic,.jpg,600,356,RGB,
CASIA2/Au/Au_ani_20028.jpg,Au_ani_20028.jpg,authentic,.jpg,480,360,RGB,
CASIA2/Au/Au_ani_20029.jpg,Au_ani_20029.jpg,authentic,.jpg,480,360,RGB,
CASIA2/Au/Au_ani_20030.jpg,Au_ani_20030.jpg,authentic,.jpg,480,642,RGB,
CASIA2/Au/Au_ani_20031.jpg,Au_ani_20031.jpg,authentic,.jpg,480,320,RGB,
CASIA2/Au/Au_ani_20032.jpg,Au_ani_20032.jpg,authentic,.jpg,480,377,RGB,
CASIA2/Au/Au_ani_20033.jpg,Au_ani_20033.jpg,authentic,.jpg,480,619,RGB,
CASIA2/Au/Au_ani_20034.jpg,Au_ani_20034.jpg,authentic,.jpg,700,443,RGB,
CASIA2/Au/Au_ani_20035.jpg,Au_ani_20035.jpg,authentic,.jpg,519,740,RGB,
